objectid,duplicate objectid,images,parentid,title,scope note,creator,date,description,paratext_type,tag,source,publisher,gcd_id,gcd_link,type,format,language,image_source,image_source_link,rights,rightsstatement,display_template,object_location,image_small,image_thumb,note,prefix
cbp_0239,FALSE,TRUE,cbp_0237,Preface: “Here They Are…” Fantastic Four #1 (November 1961). Marvel Comics. Detail.,Detail,"Lee, Stan;Kirby, Jack",1961-11,Headshot illustrations introducing each member of the Fantastic Four,preface,,“Here They Are…” Fantastic Four #1 (November 1961). Marvel Comics.,Marvel,16556,<a href='https://www.comics.org/issue/16556/'>16556</a>,Image;StillImage,image/jpeg,eng,Internet Archive,https://archive.org/details/ff01_1961/page/n32/mode/1up,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0239.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0239_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0239_th.jpg,,
cbp_0240,FALSE,TRUE,,Advertisement: “He’s Looking for People Who Like to Draw.” Fantastic Four #1 (November 1961). Marvel Comics. ,,,1961-11,Advertisement for Albert Dorne’s art lessons for aspiring commercial artists,advertisement,,“He’s Looking for People Who Like to Draw.” Fantastic Four #1 (November 1961). Marvel Comics.,Marvel,16556,<a href='https://www.comics.org/issue/16556/'>16556</a>,Image;StillImage,image/jpeg,eng,Internet Archive,https://archive.org/details/ff01_1961/page/n32/mode/1up,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0240.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0240_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0240_th.jpg,,
cbp_0241,FALSE,TRUE,,Cover: Blackstone Master Magician #1 (April 1946). Vital Comics. ,,"Stoner, Elmer Cecil",1946-04,"Cover for Blackstone Master Magician. Has the tagline, “Featuring Blackstone The Only Living Comic Book Character.”",cover,,Blackstone Master Magician #1 (April 1946). Vital Comics.,Vital Publications,5033,<a href='https://www.comics.org/issue/5033/'>5033</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=29511,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0241.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0241_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0241_th.jpg,,
cbp_0242,FALSE,TRUE,,Note: “Turn the page…” Blackstone Master Magician #1 (April 1946). Vital Comics. ,,,1946-04,Note teasing the climactic moment of the story.,note,,“Turn the page…” Blackstone Master Magician #1 (April 1946). Vital Comics.,Vital Publications,5033,<a href='https://www.comics.org/issue/5033/'>5033</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=29511,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0244.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0244_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0244_th.jpg,,
cbp_0243,FALSE,TRUE,cbp_0242,Note: “Turn the page…” Blackstone Master Magician #1 (April 1946). Vital Comics. Full page.,Full page,,1946-04,Note teasing the climactic moment of the story.,note,,“Turn the page…” Blackstone Master Magician #1 (April 1946). Vital Comics.,Vital Publications,5033,<a href='https://www.comics.org/issue/5033/'>5033</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=29511,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0243.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0243_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0243_th.jpg,,
cbp_0244,FALSE,TRUE,cbp_0242,Note: “Turn the page…” Blackstone Master Magician #1 (April 1946). Vital Comics. Detail.,Detail,,1946-04,Note teasing the climactic moment of the story.,note,,“Turn the page…” Blackstone Master Magician #1 (April 1946). Vital Comics.,Vital Publications,5033,<a href='https://www.comics.org/issue/5033/'>5033</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=29511,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0244.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0244_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0244_th.jpg,,
cbp_0245,FALSE,TRUE,,Please-insert: Blackstone Master Magician #2 (May 1946). Vital Comics. ,,"Stoner, Elmer Cecil",1946-05,Note teasing the present feature.,please-insert,,Blackstone Master Magician #2 (May 1946). Vital Comics.,Vital Publications,208254,<a href='https://www.comics.org/issue/208254/'>208254</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=61437,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0247.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0247_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0247_th.jpg,,
cbp_0246,FALSE,TRUE,cbp_0245,Please-insert: Blackstone Master Magician #2 (May 1946). Vital Comics. Full page.,Full page,"Stoner, Elmer Cecil",1946-05,Note teasing the present feature.,please-insert,,Blackstone Master Magician #2 (May 1946). Vital Comics.,Vital Publications,208254,<a href='https://www.comics.org/issue/208254/'>208254</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=61437,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0246.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0246_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0246_th.jpg,,
cbp_0247,FALSE,TRUE,cbp_0245,Please-insert: Blackstone Master Magician #2 (May 1946). Vital Comics. Detail.,Detail,"Stoner, Elmer Cecil",1946-05,Note teasing the present feature.,please-insert,,Blackstone Master Magician #2 (May 1946). Vital Comics.,Vital Publications,208254,<a href='https://www.comics.org/issue/208254/'>208254</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=61437,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0247.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0247_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0247_th.jpg,,
cbp_0248,FALSE,TRUE,,Preface: “Out of the Headlines.” Atoman #1 (February 1946). Spark Publications. ,,"Robinson, Jerry",1946-02,Note and images teasing the present feature.,preface,war,“Out of the Headlines.” Atoman #1 (February 1946). Spark Publications.,Spark Publications,4903,<a href='https://www.comics.org/issue/4903/'>4903</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=25202,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0248.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0248_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0248_th.jpg,,
cbp_0249,FALSE,TRUE,,"Cover: If An A-Bomb Falls (1951). Commercial Comics, Inc. ",,,1951,Cover for instructional comic on how to respond to an atomic bomb threat.,cover,war,"If An A-Bomb Falls (1951). Commercial Comics, Inc.",Commercial Comics,1214551,<a href='https://www.comics.org/issue/1214551/'>1214551</a>,Image;StillImage,image/jpeg,eng,Digital Comic Museum,https://digitalcomicmuseum.com/index.php?dlid=6802,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0249.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0249_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0249_th.jpg,,
cbp_0250,FALSE,TRUE,,Documentary paratext: Bert the Turtle Says Duck and Cover (November 1951). Archer Productions. ,,,1951-11,Note from Bert the Turtle and note on Copyright protection,documentary paratext,war,Bert the Turtle Says Duck and Cover (November 1951). Archer Productions.,Archer,,<a href='https://www.comics.org/issue//'></a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=20941,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0250.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0250_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0250_th.jpg,,
cbp_0251,FALSE,TRUE,,Advertisement: “My Secret New Dynaflex Method.” Amazing Fantasy #15 (June 1962). Marvel Comics. ,,,1962-06,Advertisement for bodybuilding program,advertisement,gender;beauty standards,“My Secret New Dynaflex Method.” Amazing Fantasy #15 (June 1962). Marvel Comics.,Marvel,17099,<a href='https://www.comics.org/issue/17099/'>17099</a>,Image;StillImage,image/jpeg,eng,Internet Archive,https://archive.org/details/amazing-fantasy-15_202206/page/n14/mode/1up,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0251.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0251_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0251_th.jpg,,
cbp_0252,FALSE,TRUE,,Note: Babe #1 (June 1948). Prize Comics. ,,"Rogers, Gordon G.",1946-06,Note teasing the next issue of Babe,note,,Babe #1 (June 1948). Prize Comics.,Prize,319783,<a href='https://www.comics.org/issue/319783/'>319783</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=73356,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0254.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0254_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0254_th.jpg,,
cbp_0253,FALSE,TRUE,cbp_0252,Note: Babe #1 (June 1948). Prize Comics. Full page.,Full page,"Rogers, Gordon G.",1946-06,Note teasing the next issue of Babe,note,,Babe #1 (June 1948). Prize Comics.,Prize,319783,<a href='https://www.comics.org/issue/319783/'>319783</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=73356,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0253.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0253_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0253_th.jpg,,
cbp_0254,FALSE,TRUE,cbp_0252,Note: Babe #1 (June 1948). Prize Comics. Detail.,Detail,"Rogers, Gordon G.",1946-06,Note teasing the next issue of Babe,note,,Babe #1 (June 1948). Prize Comics.,Prize,319783,<a href='https://www.comics.org/issue/319783/'>319783</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=73356,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0254.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0254_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0254_th.jpg,,
cbp_0255,FALSE,TRUE,,Advertisement: “Bad Skin?” Babe #1 (June 1948). Prize Comics. ,,,1946-06,Advertisement for skin care treatment.,advertisement,beauty standards,“Bad Skin?” Babe #1 (June 1948). Prize Comics.,Prize,319783,<a href='https://www.comics.org/issue/319783/'>319783</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=73356,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0255.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0255_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0255_th.jpg,,
cbp_0256,FALSE,TRUE,,Advertisement: “Remove Ugly Blackheads or No Cost.” Black Hood Comics #9 (December 1943). Archie Comics. ,,,1943-12,Advertisement for skin care treatment.,advertisement,beauty standards,“Remove Ugly Blackheads or No Cost.” Black Hood Comics #9 (December 1943). Archie Comics.,Archie,3274,<a href='https://www.comics.org/issue/3274/'>3274</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22294,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0256.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0256_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0256_th.jpg,,
cbp_0257,FALSE,TRUE,,Advertisement: “Archie is an MLJ Feature.” Black Hood Comics #9 (December 1943). Archie Comics. ,,,1943-12,Page promoting M.L.J. Comics (original name of Archie Comics),advertisement,house ad,“Archie is an MLJ Feature.” Black Hood Comics #9 (December 1943). Archie Comics.,Archie,3274,<a href='https://www.comics.org/issue/3274/'>3274</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22294,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0257.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0257_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0257_th.jpg,,
cbp_0258,FALSE,TRUE,,Advertisement: “M.L.J. Leads the Way.” Black Hood Comics #9 (December 1943). Archie Comics. ,,,1943-12,Page promoting M.L.J. Comics (original name of Archie Comics),advertisement,house ad,“M.L.J. Leads the Way.” Black Hood Comics #9 (December 1943). Archie Comics.,Archie,3274,<a href='https://www.comics.org/issue/3274/'>3274</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22294,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0258.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0258_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0258_th.jpg,,
cbp_0259,FALSE,TRUE,,Documentary paratext: “Junior Flying Corps.” Black Hood Comics #9 (December 1943). Archie Comics. ,,,1943-12,Section devoted to the Junior Flying Corps,documentary paratext,fandom,“Junior Flying Corps.” Black Hood Comics #9 (December 1943). Archie Comics.,Archie,3274,<a href='https://www.comics.org/issue/3274/'>3274</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22294,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0260.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0260_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0260_th.jpg,,
cbp_0260,FALSE,TRUE,cbp_0259,"Documentary paratext: ""The Flipper diagram.” Black Hood Comics #9 (December 1943). Archie Comics. Page 1.",Page 1,,1943-12,Diagram of the “Flipper” model airplane,documentary paratext,fandom,"""The Flipper diagram.” Black Hood Comics #9 (December 1943). Archie Comics.",Archie,3274,<a href='https://www.comics.org/issue/3274/'>3274</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22294,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0260.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0260_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0260_th.jpg,,
cbp_0261,FALSE,TRUE,cbp_0259,Documentary paratext: “How to Build the Flipper.” Black Hood Comics #9 (December 1943). Archie Comics. Page 2.,Page 2,,1943-12,Instructions for building model airplane and list of members in the Junior Flyers Corps,documentary paratext,fandom,“How to Build the Flipper.” Black Hood Comics #9 (December 1943). Archie Comics.,Archie,3274,<a href='https://www.comics.org/issue/3274/'>3274</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22294,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0261.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0261_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0261_th.jpg,,
cbp_0262,FALSE,TRUE,cbp_0259,Documentary paratext: “Junior Flying Corps Membership Continued.” Black Hood Comics #9 (December 1943). Archie Comics. Page 3.,Page 3,,1943-12,Continued list of members in Junior Flyers Corps,documentary paratext,fandom,“Junior Flying Corps Membership Continued.” Black Hood Comics #9 (December 1943). Archie Comics.,Archie,3274,<a href='https://www.comics.org/issue/3274/'>3274</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22294,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0262.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0262_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0262_th.jpg,,
cbp_0263,FALSE,TRUE,,Correspondence: “Personality… and You.” Darling Romance #1 (September 1949). Archie Comics.  ,,,1949-09,Column in which Ellyn Lee interprets readers’ handwriting to generate a rough idea of their personalities.,correspondence,,“Personality… and You.” Darling Romance #1 (September 1949). Archie Comics. ,Archie,309180,<a href='https://www.comics.org/issue/309180/'>309180</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22482,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0263.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0263_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0263_th.jpg,,
cbp_0264,FALSE,TRUE,,Correspondence: “Thrill of a Lifetime.” Darling Romance #1 (September 1949). Archie Comics.  ,,,1949-09,Winning submission of contest for best story describing a “Thrill of a Lifetime.”,correspondence,gender;beauty standards,“Thrill of a Lifetime.” Darling Romance #1 (September 1949). Archie Comics. ,Archie,309180,<a href='https://www.comics.org/issue/309180/'>309180</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22482,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0266.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0266_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0266_th.jpg,,
cbp_0265,FALSE,TRUE,cbp_0264,Correspondence: “Thrill of a Lifetime.” Darling Romance #1 (September 1949). Archie Comics.  Full page.,Full page,,1949-09,Winning submission of contest for best story describing a “Thrill of a Lifetime.”,correspondence,gender;beauty standards,“Thrill of a Lifetime.” Darling Romance #1 (September 1949). Archie Comics. ,Archie,309180,<a href='https://www.comics.org/issue/309180/'>309180</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22482,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0265.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0265_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0265_th.jpg,,
cbp_0266,FALSE,TRUE,cbp_0264,Correspondence: “Thrill of a Lifetime.” Darling Romance #1 (September 1949). Archie Comics.  Detail.,Detail,,1949-09,Winning submission of contest for best story describing a “Thrill of a Lifetime.”,correspondence,gender;beauty standards,“Thrill of a Lifetime.” Darling Romance #1 (September 1949). Archie Comics. ,Archie,309180,<a href='https://www.comics.org/issue/309180/'>309180</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22482,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0266.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0266_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0266_th.jpg,,
cbp_0267,FALSE,TRUE,,Correspondence: “The Answer Woman.” Darling Romance #1 (September 1949). Archie Comics.  ,,,1949-09,Column for answers to question from readers on any subject.,correspondence,gender;beauty standards,“The Answer Woman.” Darling Romance #1 (September 1949). Archie Comics. ,Archie,309180,<a href='https://www.comics.org/issue/309180/'>309180</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=22482,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0267.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0267_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0267_th.jpg,,
cbp_0268,FALSE,TRUE,,Documentary paratext: “Puzzle Page.” Ginger #1 (June 1951). Archie Comics.  ,,,1951-06,Page with interactive puzzles and games following feature.,documentary paratext,,“Puzzle Page.” Ginger #1 (June 1951). Archie Comics. ,Archie,206866,<a href='https://www.comics.org/issue/206866/'>206866</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=68033,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0270.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0270_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0270_th.jpg,,
cbp_0269,FALSE,TRUE,cbp_0268,Documentary paratext: “Puzzle Page.” Ginger #1 (June 1951). Archie Comics.  Full page.,Full page,,1951-06,Page with interactive puzzles and games following feature.,documentary paratext,,“Puzzle Page.” Ginger #1 (June 1951). Archie Comics. ,Archie,206866,<a href='https://www.comics.org/issue/206866/'>206866</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=68033,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0269.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0269_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0269_th.jpg,,
cbp_0270,FALSE,TRUE,cbp_0268,Documentary paratext: “Puzzle Page.” Ginger #1 (June 1951). Archie Comics.  Detail.,Detail,,1951-06,Page with interactive puzzles and games following feature.,documentary paratext,,“Puzzle Page.” Ginger #1 (June 1951). Archie Comics. ,Archie,206866,<a href='https://www.comics.org/issue/206866/'>206866</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=68033,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0270.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0270_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0270_th.jpg,,
cbp_0271,FALSE,TRUE,,Advertisement: Ginger #1 (June 1951). Archie Comics.  ,,,1951-06,House ad for Archie Comics.,advertisement,house ad,Ginger #1 (June 1951). Archie Comics. ,Archie,206866,<a href='https://www.comics.org/issue/206866/'>206866</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=68033,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0273.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0273_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0273_th.jpg,,
cbp_0272,FALSE,TRUE,cbp_0271,Advertisement: Ginger #1 (June 1951). Archie Comics.  Full page.,Full page,,1951-06,House ad for Archie Comics.,advertisement,house ad,Ginger #1 (June 1951). Archie Comics. ,Archie,206866,<a href='https://www.comics.org/issue/206866/'>206866</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=68033,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0272.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0272_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0272_th.jpg,,
cbp_0273,FALSE,TRUE,cbp_0271,Advertisement: Ginger #1 (June 1951). Archie Comics.  Detail.,Detail,,1951-06,House ad for Archie Comics.,advertisement,house ad,Ginger #1 (June 1951). Archie Comics. ,Archie,206866,<a href='https://www.comics.org/issue/206866/'>206866</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=68033,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0273.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0273_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0273_th.jpg,,
cbp_0274,FALSE,TRUE,,Note: Ginger #10 (July 1954). Archie Comics. ,,"Woggon, Bill",1954-07,"Katy Keene feature in Ginger #10, featuring reader-contributed content.",note,reader-contributed content,Ginger #10 (July 1954). Archie Comics.,Archie,206875,<a href='https://www.comics.org/issue/206875/'>206875</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=71768,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0275.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0275_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0275_th.jpg,,
cbp_0275,FALSE,TRUE,cbp_0274,Note: Ginger #10 (July 1954). Archie Comics. Full page.,Full page,"Woggon, Bill",1954-07,"Katy Keene feature in Ginger #10, featuring reader-contributed content.",note,reader-contributed content,Ginger #10 (July 1954). Archie Comics.,Archie,206875,<a href='https://www.comics.org/issue/206875/'>206875</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=71768,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0275.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0275_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0275_th.jpg,,
cbp_0276,FALSE,TRUE,cbp_0274,Note: Ginger #10 (July 1954). Archie Comics. Detail.,Detail,"Woggon, Bill",1954-07,"Katy Keene feature in Ginger #10, featuring reader-contributed content.",note,reader-contributed content,Ginger #10 (July 1954). Archie Comics.,Archie,206875,<a href='https://www.comics.org/issue/206875/'>206875</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=71768,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0276.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0276_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0276_th.jpg,,
cbp_0277,FALSE,TRUE,cbp_0274,Note: Ginger #10 (July 1954). Archie Comics. Detail.,Detail,"Woggon, Bill",1954-07,"Katy Keene feature in Ginger #10, featuring reader-contributed content.",note,reader-contributed content,Ginger #10 (July 1954). Archie Comics.,Archie,206875,<a href='https://www.comics.org/issue/206875/'>206875</a>,Image;StillImage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=71768,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0277.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0277_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0277_th.jpg,,
