objectid,duplicate objectid,images,parentid,title,scope note,creator,date,description,paratext_type,tag,source,publisher,gcd_id,gcd_link,type,format,language,image_source,image_source_link,rights,rightsstatement,display_template,object_location,image_small,image_thumb,note,prefix
cbp_0463,FALSE,TRUE,cbp_0461,"Name of author: ""Russell Keaton."" Heroic Comics #19 (July 1943). Eastern Color. Detail.",Detail,"Keaton, Russell",1943-07,"Credit to author Russell Keaton, who created the Flyin' Jenny comic.",name of author,,"""Russell Keaton."" Heroic Comics #19 (July 1943). Eastern Color.",Eastern Color,3039,<a href='https://www.comics.org/issue/3039/'>3039</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=26862,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0463.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0463_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0463_th.jpg,,
cbp_0464,FALSE,TRUE,,"Advertisement: ""Take your pick!"" Heroic Comics #19 (July 1943). Eastern Color. ",,,1943-07,Advertisement for War Saving Stamps and prizes,advertisement,,"""Take your pick!"" Heroic Comics #19 (July 1943). Eastern Color.",Eastern Color,3039,<a href='https://www.comics.org/issue/3039/'>3039</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=26862,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0464.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0464_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0464_th.jpg,,
cbp_0465,FALSE,TRUE,,"Advertisement: ""Fun, sport, thrills, games."" Heroic Comics #19 (July 1943). Eastern Color. ",,,1943-07,"Advertisement for a sports book called ""Fun for Boys""",advertisement,,"""Fun, sport, thrills, games."" Heroic Comics #19 (July 1943). Eastern Color.",Eastern Color,3039,<a href='https://www.comics.org/issue/3039/'>3039</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=26862,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0465.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0465_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0465_th.jpg,,
cbp_0466,FALSE,TRUE,,"Advertisement: ""Friend or Foe?"" Heroic Comics #20 (September 1943). Eastern Color. ",,,1943-09,"Advertisement for ""Aircraft Spotters' Handbook""",advertisement,,"""Friend or Foe?"" Heroic Comics #20 (September 1943). Eastern Color.",Eastern Color,3143,<a href='https://www.comics.org/issue/3143/'>3143</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=24699,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0466.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0466_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0466_th.jpg,,
cbp_0467,FALSE,TRUE,,"Name of author: ""Alexander Kostuk."" Heroic Comics #20 (September 1943). Eastern Color. ",,"Kostuk, Alexander",1943-09,Credit to author Alexander Kostuk,name of author,,"""Alexander Kostuk."" Heroic Comics #20 (September 1943). Eastern Color.",Eastern Color,3143,<a href='https://www.comics.org/issue/3143/'>3143</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=24699,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0469.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0469_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0469_th.jpg,,
cbp_0468,FALSE,TRUE,cbp_0467,"Name of author: ""Alexander Kostuk."" Heroic Comics #20 (September 1943). Eastern Color. Full page.",Full page,"Kostuk, Alexander",1943-09,Credit to author Alexander Kostuk,name of author,,"""Alexander Kostuk."" Heroic Comics #20 (September 1943). Eastern Color.",Eastern Color,3143,<a href='https://www.comics.org/issue/3143/'>3143</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=24699,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0468.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0468_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0468_th.jpg,,
cbp_0469,FALSE,TRUE,cbp_0467,"Name of author: ""Alexander Kostuk."" Heroic Comics #20 (September 1943). Eastern Color. Detail.",Detail,"Kostuk, Alexander",1943-09,Credit to author Alexander Kostuk,name of author,,"""Alexander Kostuk."" Heroic Comics #20 (September 1943). Eastern Color.",Eastern Color,3143,<a href='https://www.comics.org/issue/3143/'>3143</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=24699,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0469.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0469_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0469_th.jpg,,
cbp_0470,FALSE,TRUE,,Advertisement: Heroic Comics #20 (September 1943). Eastern Color. ,,,1943-09,Advertisement for Vacutex blackhead removal product,advertisement,,Heroic Comics #20 (September 1943). Eastern Color.,Eastern Color,3143,<a href='https://www.comics.org/issue/3143/'>3143</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=24699,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0470.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0470_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0470_th.jpg,,
cbp_0471,FALSE,TRUE,,Advertisement: Heroic Comics #20 (September 1943). Eastern Color. ,,,1943-09,"Advertisement for a toy model airplane including a ""How to Fly"" book",advertisement,,Heroic Comics #20 (September 1943). Eastern Color.,Eastern Color,3143,<a href='https://www.comics.org/issue/3143/'>3143</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=24699,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0471.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0471_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0471_th.jpg,,
cbp_0472,FALSE,TRUE,,"Advertisement: ""You will want these."" Heroic Comics #16 (January 1943). Eastern Color. ",,,1943-01,Advertisement for other comics by Eastern Color,advertisement,house ad,"""You will want these."" Heroic Comics #16 (January 1943). Eastern Color.",Eastern Color,2685,<a href='https://www.comics.org/issue/2685/'>2685</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23417,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0474.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0474_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0474_th.jpg,,
cbp_0473,FALSE,TRUE,cbp_0472,"Advertisement: ""You will want these."" Heroic Comics #16 (January 1943). Eastern Color. Full page.",Full page,,1943-01,Advertisement for other comics by Eastern Color,advertisement,house ad,"""You will want these."" Heroic Comics #16 (January 1943). Eastern Color.",Eastern Color,2685,<a href='https://www.comics.org/issue/2685/'>2685</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23417,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0473.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0473_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0473_th.jpg,,
cbp_0474,FALSE,TRUE,cbp_0472,"Advertisement: ""You will want these."" Heroic Comics #16 (January 1943). Eastern Color. Detail.",Detail,,1943-01,Advertisement for other comics by Eastern Color,advertisement,house ad,"""You will want these."" Heroic Comics #16 (January 1943). Eastern Color.",Eastern Color,2685,<a href='https://www.comics.org/issue/2685/'>2685</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23417,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0474.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0474_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0474_th.jpg,,
cbp_0475,FALSE,TRUE,,"Advertisement: ""Boys-Girls Solve this puzzle!"" Heroic Comics #16 (January 1943). Eastern Color. ",,,1943-01,Puzzle along with advertisement for the Junior Sales Club,advertisement,,"""Boys-Girls Solve this puzzle!"" Heroic Comics #16 (January 1943). Eastern Color.",Eastern Color,2685,<a href='https://www.comics.org/issue/2685/'>2685</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23417,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0477.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0477_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0477_th.jpg,,
cbp_0476,FALSE,TRUE,cbp_0475,"Advertisement: ""Boys-Girls Solve this puzzle!"" Heroic Comics #16 (January 1943). Eastern Color. Full page.",Full page,,1943-01,Puzzle along with advertisement for the Junior Sales Club,advertisement,,"""Boys-Girls Solve this puzzle!"" Heroic Comics #16 (January 1943). Eastern Color.",Eastern Color,2685,<a href='https://www.comics.org/issue/2685/'>2685</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23417,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0476.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0476_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0476_th.jpg,,
cbp_0477,FALSE,TRUE,cbp_0475,"Advertisement: ""Boys-Girls Solve this puzzle!"" Heroic Comics #16 (January 1943). Eastern Color. Detail.",Detail,,1943-01,Puzzle along with advertisement for the Junior Sales Club,advertisement,,"""Boys-Girls Solve this puzzle!"" Heroic Comics #16 (January 1943). Eastern Color.",Eastern Color,2685,<a href='https://www.comics.org/issue/2685/'>2685</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23417,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0477.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0477_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0477_th.jpg,,
cbp_0478,FALSE,TRUE,,"Documentary paratext: ""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color. ",,,1943-03,List of winners for multiple contests in earlier issue,documentary paratext,fandom,"""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color.",Eastern Color,2805,<a href='https://www.comics.org/issue/2805/'>2805</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23415,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0479.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0479_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0479_th.jpg,,
cbp_0479,FALSE,TRUE,cbp_0478,"Documentary paratext: ""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color. Full page.",Full page,,1943-03,List of winners for multiple contests in earlier issue,documentary paratext,fandom,"""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color.",Eastern Color,2805,<a href='https://www.comics.org/issue/2805/'>2805</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23415,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0479.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0479_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0479_th.jpg,,
cbp_0480,FALSE,TRUE,cbp_0478,"Documentary paratext: ""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color. Full page.",Full page,,1943-03,List of winners for multiple contests in earlier issue,documentary paratext,fandom,"""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color.",Eastern Color,2805,<a href='https://www.comics.org/issue/2805/'>2805</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23415,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0480.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0480_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0480_th.jpg,,
cbp_0481,FALSE,TRUE,cbp_0478,"Documentary paratext: ""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color. Detail.",Detail,,1943-03,List of winners for multiple contests in earlier issue,documentary paratext,fandom,"""Winners of the various contests."" Heroic Comics #17 (March 1943). Eastern Color.",Eastern Color,2805,<a href='https://www.comics.org/issue/2805/'>2805</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=23415,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0481.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0481_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0481_th.jpg,,
cbp_0482,FALSE,TRUE,,"Publisher’s peritext: ""An MLJ Magazine."" Laugh Comix #46 (July 1944). MLJ Magazines. ",,,1944-07,Logo for MLJ Magazine,publisher’s peritext,,"""An MLJ Magazine."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0484.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0484_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0484_th.jpg,,
cbp_0483,FALSE,TRUE,cbp_0482,"Publisher’s peritext: ""An MLJ Magazine."" Laugh Comix #46 (July 1944). MLJ Magazines. Full page.",Full page,,1944-07,Logo for MLJ Magazine,publisher’s peritext,,"""An MLJ Magazine."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0483.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0483_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0483_th.jpg,,
cbp_0484,FALSE,TRUE,cbp_0482,"Publisher’s peritext: ""An MLJ Magazine."" Laugh Comix #46 (July 1944). MLJ Magazines. Detail.",Detail,,1944-07,Logo for MLJ Magazine,publisher’s peritext,,"""An MLJ Magazine."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0484.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0484_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0484_th.jpg,,
cbp_0485,FALSE,TRUE,,"Name of author: ""Don Dean."" Laugh Comix #46 (July 1944). MLJ Magazines. ",,"Dean, Don",1944-07,"Name of author Don Dean on ""Pokey Oakey""",name of author,,"""Don Dean."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0487.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0487_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0487_th.jpg,,
cbp_0486,FALSE,TRUE,cbp_0485,"Name of author: ""Don Dean."" Laugh Comix #46 (July 1944). MLJ Magazines. Full page.",Full page,"Dean, Don",1944-07,"Name of author Don Dean on ""Pokey Oakey""",name of author,,"""Don Dean."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0486.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0486_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0486_th.jpg,,
cbp_0487,FALSE,TRUE,cbp_0485,"Name of author: ""Don Dean."" Laugh Comix #46 (July 1944). MLJ Magazines. Detail.",Detail,"Dean, Don",1944-07,"Name of author Don Dean on ""Pokey Oakey""",name of author,,"""Don Dean."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0487.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0487_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0487_th.jpg,,
cbp_0488,FALSE,TRUE,,"Name of author: ""'Red' Holmdale."" Laugh Comix #46 (July 1944). MLJ Magazines. ",,"Holmdale, Red",1944-07,"Name of author ""Red"" Holmdale on ""Gloomy Gus""",name of author,,"""'Red' Holmdale."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0490.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0490_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0490_th.jpg,,
cbp_0489,FALSE,TRUE,cbp_0488,"Name of author: ""'Red' Holmdale."" Laugh Comix #46 (July 1944). MLJ Magazines. Full page.",Full page,"Holmdale, Red",1944-07,"Name of author ""Red"" Holmdale on ""Gloomy Gus""",name of author,,"""'Red' Holmdale."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0489.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0489_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0489_th.jpg,,
cbp_0490,FALSE,TRUE,cbp_0488,"Name of author: ""'Red' Holmdale."" Laugh Comix #46 (July 1944). MLJ Magazines. Detail.",Detail,"Holmdale, Red",1944-07,"Name of author ""Red"" Holmdale on ""Gloomy Gus""",name of author,,"""'Red' Holmdale."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0490.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0490_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0490_th.jpg,,
cbp_0491,FALSE,TRUE,,Note: Laugh Comix #46 (July 1944). MLJ Magazines. ,,,1944-07,Ending panel advertising the next issue of Laugh Comix,note,,Laugh Comix #46 (July 1944). MLJ Magazines.,Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0493.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0493_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0493_th.jpg,,
cbp_0492,FALSE,TRUE,cbp_0491,Note: Laugh Comix #46 (July 1944). MLJ Magazines. Full page.,Full page,,1944-07,Ending panel advertising the next issue of Laugh Comix,note,,Laugh Comix #46 (July 1944). MLJ Magazines.,Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0492.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0492_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0492_th.jpg,,
cbp_0493,FALSE,TRUE,cbp_0491,Note: Laugh Comix #46 (July 1944). MLJ Magazines. Detail.,Detail,,1944-07,Ending panel advertising the next issue of Laugh Comix,note,,Laugh Comix #46 (July 1944). MLJ Magazines.,Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0493.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0493_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0493_th.jpg,,
cbp_0494,FALSE,TRUE,,"Name of author: ""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines. ",,"Woggon, Bill",1944-07,"Name of author Bill Woggon on ""The Twiddles""",name of author,,"""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0496.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0496_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0496_th.jpg,,
cbp_0495,FALSE,TRUE,cbp_0494,"Name of author: ""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines. Full page.",Full page,"Woggon, Bill",1944-07,"Name of author Bill Woggon on ""The Twiddles""",name of author,,"""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0495.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0495_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0495_th.jpg,,
cbp_0496,FALSE,TRUE,cbp_0494,"Name of author: ""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines. Detail.",Detail,"Woggon, Bill",1944-07,"Name of author Bill Woggon on ""The Twiddles""",name of author,,"""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0496.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0496_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0496_th.jpg,,
cbp_0497,FALSE,TRUE,,"Name of author: ""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines. ",,"Woggon, Bill",1944-07,"Name of author Bill Woggon on ""Dotty and Ditto""",name of author,,"""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,compound_object,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0499.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0499_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0499_th.jpg,,
cbp_0498,FALSE,TRUE,cbp_0497,"Name of author: ""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines. Full page.",Full page,"Woggon, Bill",1944-07,"Name of author Bill Woggon on ""Dotty and Ditto""",name of author,,"""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0498.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0498_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0498_th.jpg,,
cbp_0499,FALSE,TRUE,cbp_0497,"Name of author: ""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines. Detail.",Detail,"Woggon, Bill",1944-07,"Name of author Bill Woggon on ""Dotty and Ditto""",name of author,,"""Bill Woggon."" Laugh Comix #46 (July 1944). MLJ Magazines.",Archie,237548,<a href='https://www.comics.org/issue/237548/'>237548</a>,Image;Stillimage,image/jpeg,eng,Comic Book Plus,https://comicbookplus.com/?dlid=60914,,,image,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/cbp_0499.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/small/cbp_0499_sm.jpg,https://f001.backblazeb2.com/file/gnrlfs/cbp/objects/thumbs/cbp_0499_th.jpg,,
